country,year,sex,age,suicides_no,population,suicides_per_100k,gdp,gdp_per_capita,generation,Region,happiness_rank,happiness_score,family,life_expectancy,freedom,govt_corruption,generosity,dystopia_residual
Ecuador,2015,male,15-24 years,234,1492713,15.68,"99,290,381,000",6832,Millenials,Latin America and Caribbean,48,5.975,0.99903,0.79075,0.48573999999999995,0.1809,0.11540999999999998,2.5394200000000002
Ecuador,2015,male,25-34 years,185,1293193,14.31,"99,290,381,000",6832,Millenials,Latin America and Caribbean,48,5.975,0.99903,0.79075,0.48573999999999995,0.1809,0.11540999999999998,2.5394200000000002
Ecuador,2015,male,55-74 years,108,867314,12.45,"99,290,381,000",6832,Boomers,Latin America and Caribbean,48,5.975,0.99903,0.79075,0.48573999999999995,0.1809,0.11540999999999998,2.5394200000000002
Ecuador,2015,male,35-54 years,205,1833181,11.18,"99,290,381,000",6832,Generation X,Latin America and Caribbean,48,5.975,0.99903,0.79075,0.48573999999999995,0.1809,0.11540999999999998,2.5394200000000002
Ecuador,2015,female,15-24 years,110,1448112,7.6,"99,290,381,000",6832,Millenials,Latin America and Caribbean,48,5.975,0.99903,0.79075,0.48573999999999995,0.1809,0.11540999999999998,2.5394200000000002
Ecuador,2015,female,25-34 years,56,1283175,4.36,"99,290,381,000",6832,Millenials,Latin America and Caribbean,48,5.975,0.99903,0.79075,0.48573999999999995,0.1809,0.11540999999999998,2.5394200000000002
Ecuador,2015,female,35-54 years,46,1876229,2.45,"99,290,381,000",6832,Generation X,Latin America and Caribbean,48,5.975,0.99903,0.79075,0.48573999999999995,0.1809,0.11540999999999998,2.5394200000000002
Ecuador,2015,female,55-74 years,22,932718,2.36,"99,290,381,000",6832,Boomers,Latin America and Caribbean,48,5.975,0.99903,0.79075,0.48573999999999995,0.1809,0.11540999999999998,2.5394200000000002
Ecuador,2015,male,5-14 years,35,1569519,2.23,"99,290,381,000",6832,Generation Z,Latin America and Caribbean,48,5.975,0.99903,0.79075,0.48573999999999995,0.1809,0.11540999999999998,2.5394200000000002
Ecuador,2015,female,75+ years,5,241437,2.07,"99,290,381,000",6832,Silent,Latin America and Caribbean,48,5.975,0.99903,0.79075,0.48573999999999995,0.1809,0.11540999999999998,2.5394200000000002
Ecuador,2015,female,5-14 years,27,1505127,1.79,"99,290,381,000",6832,Generation Z,Latin America and Caribbean,48,5.975,0.99903,0.79075,0.48573999999999995,0.1809,0.11540999999999998,2.5394200000000002
Estonia,2015,male,75+ years,20,34253,58.39,"22,566,956,982",18149,Silent,Central and Eastern Europe,73,5.428999999999999,1.22791,0.77361,0.44888,0.15184,0.0868,1.58782
Estonia,2015,male,55-74 years,44,126556,34.77,"22,566,956,982",18149,Boomers,Central and Eastern Europe,73,5.428999999999999,1.22791,0.77361,0.44888,0.15184,0.0868,1.58782
Estonia,2015,male,15-24 years,21,70165,29.93,"22,566,956,982",18149,Millenials,Central and Eastern Europe,73,5.428999999999999,1.22791,0.77361,0.44888,0.15184,0.0868,1.58782
Estonia,2015,male,35-54 years,48,177053,27.11,"22,566,956,982",18149,Generation X,Central and Eastern Europe,73,5.428999999999999,1.22791,0.77361,0.44888,0.15184,0.0868,1.58782
Estonia,2015,male,25-34 years,25,99448,25.14,"22,566,956,982",18149,Millenials,Central and Eastern Europe,73,5.428999999999999,1.22791,0.77361,0.44888,0.15184,0.0868,1.58782
Estonia,2015,female,75+ years,9,86804,10.37,"22,566,956,982",18149,Silent,Central and Eastern Europe,73,5.428999999999999,1.22791,0.77361,0.44888,0.15184,0.0868,1.58782
Estonia,2015,female,55-74 years,12,172429,6.96,"22,566,956,982",18149,Boomers,Central and Eastern Europe,73,5.428999999999999,1.22791,0.77361,0.44888,0.15184,0.0868,1.58782
Estonia,2015,female,35-54 years,11,178380,6.17,"22,566,956,982",18149,Generation X,Central and Eastern Europe,73,5.428999999999999,1.22791,0.77361,0.44888,0.15184,0.0868,1.58782
Estonia,2015,female,25-34 years,2,92783,2.16,"22,566,956,982",18149,Millenials,Central and Eastern Europe,73,5.428999999999999,1.22791,0.77361,0.44888,0.15184,0.0868,1.58782
Estonia,2015,female,15-24 years,1,66216,1.51,"22,566,956,982",18149,Millenials,Central and Eastern Europe,73,5.428999999999999,1.22791,0.77361,0.44888,0.15184,0.0868,1.58782
Estonia,2015,female,5-14 years,1,67802,1.47,"22,566,956,982",18149,Generation Z,Central and Eastern Europe,73,5.428999999999999,1.22791,0.77361,0.44888,0.15184,0.0868,1.58782
Estonia,2015,male,5-14 years,1,71561,1.4,"22,566,956,982",18149,Generation Z,Central and Eastern Europe,73,5.428999999999999,1.22791,0.77361,0.44888,0.15184,0.0868,1.58782
Finland,2015,male,75+ years,53,178936,29.62,"232,464,833,066",44862,Silent,Western Europe,6,7.406000000000001,1.31826,0.8891100000000001,0.64169,0.41372,0.23351,2.61955
Finland,2015,male,35-54 years,190,704220,26.98,"232,464,833,066",44862,Generation X,Western Europe,6,7.406000000000001,1.31826,0.8891100000000001,0.64169,0.41372,0.23351,2.61955
Finland,2015,male,25-34 years,92,357334,25.75,"232,464,833,066",44862,Millenials,Western Europe,6,7.406000000000001,1.31826,0.8891100000000001,0.64169,0.41372,0.23351,2.61955
Finland,2015,male,55-74 years,159,665885,23.88,"232,464,833,066",44862,Boomers,Western Europe,6,7.406000000000001,1.31826,0.8891100000000001,0.64169,0.41372,0.23351,2.61955
Finland,2015,male,15-24 years,59,332082,17.77,"232,464,833,066",44862,Millenials,Western Europe,6,7.406000000000001,1.31826,0.8891100000000001,0.64169,0.41372,0.23351,2.61955
Finland,2015,female,25-34 years,30,337446,8.89,"232,464,833,066",44862,Millenials,Western Europe,6,7.406000000000001,1.31826,0.8891100000000001,0.64169,0.41372,0.23351,2.61955
Finland,2015,female,35-54 years,55,682671,8.06,"232,464,833,066",44862,Generation X,Western Europe,6,7.406000000000001,1.31826,0.8891100000000001,0.64169,0.41372,0.23351,2.61955
Finland,2015,female,55-74 years,55,711135,7.73,"232,464,833,066",44862,Boomers,Western Europe,6,7.406000000000001,1.31826,0.8891100000000001,0.64169,0.41372,0.23351,2.61955
Finland,2015,female,75+ years,21,295795,7.1,"232,464,833,066",44862,Silent,Western Europe,6,7.406000000000001,1.31826,0.8891100000000001,0.64169,0.41372,0.23351,2.61955
Finland,2015,female,15-24 years,12,317937,3.77,"232,464,833,066",44862,Millenials,Western Europe,6,7.406000000000001,1.31826,0.8891100000000001,0.64169,0.41372,0.23351,2.61955
Finland,2015,male,5-14 years,5,305748,1.64,"232,464,833,066",44862,Generation Z,Western Europe,6,7.406000000000001,1.31826,0.8891100000000001,0.64169,0.41372,0.23351,2.61955
Finland,2015,female,5-14 years,0,292608,0.0,"232,464,833,066",44862,Generation Z,Western Europe,6,7.406000000000001,1.31826,0.8891100000000001,0.64169,0.41372,0.23351,2.61955
Georgia,2015,male,75+ years,27,87600,30.82,"13,993,546,732",4046,Silent,Central and Eastern Europe,130,4.297,0.38561999999999996,0.72926,0.40576999999999996,0.38331,0.055470000000000005,1.59541
Georgia,2015,female,75+ years,20,166300,12.03,"13,993,546,732",4046,Silent,Central and Eastern Europe,130,4.297,0.38561999999999996,0.72926,0.40576999999999996,0.38331,0.055470000000000005,1.59541
Georgia,2015,male,55-74 years,34,320200,10.62,"13,993,546,732",4046,Boomers,Central and Eastern Europe,130,4.297,0.38561999999999996,0.72926,0.40576999999999996,0.38331,0.055470000000000005,1.59541
Georgia,2015,male,35-54 years,46,480200,9.58,"13,993,546,732",4046,Generation X,Central and Eastern Europe,130,4.297,0.38561999999999996,0.72926,0.40576999999999996,0.38331,0.055470000000000005,1.59541
Georgia,2015,male,25-34 years,19,271700,6.99,"13,993,546,732",4046,Millenials,Central and Eastern Europe,130,4.297,0.38561999999999996,0.72926,0.40576999999999996,0.38331,0.055470000000000005,1.59541
Georgia,2015,male,15-24 years,17,247800,6.86,"13,993,546,732",4046,Millenials,Central and Eastern Europe,130,4.297,0.38561999999999996,0.72926,0.40576999999999996,0.38331,0.055470000000000005,1.59541
Georgia,2015,female,55-74 years,13,420700,3.09,"13,993,546,732",4046,Boomers,Central and Eastern Europe,130,4.297,0.38561999999999996,0.72926,0.40576999999999996,0.38331,0.055470000000000005,1.59541
Georgia,2015,female,25-34 years,5,272100,1.84,"13,993,546,732",4046,Millenials,Central and Eastern Europe,130,4.297,0.38561999999999996,0.72926,0.40576999999999996,0.38331,0.055470000000000005,1.59541
Georgia,2015,female,35-54 years,8,517700,1.55,"13,993,546,732",4046,Generation X,Central and Eastern Europe,130,4.297,0.38561999999999996,0.72926,0.40576999999999996,0.38331,0.055470000000000005,1.59541
Georgia,2015,female,15-24 years,2,230200,0.87,"13,993,546,732",4046,Millenials,Central and Eastern Europe,130,4.297,0.38561999999999996,0.72926,0.40576999999999996,0.38331,0.055470000000000005,1.59541
Georgia,2015,male,5-14 years,1,234300,0.43,"13,993,546,732",4046,Generation Z,Central and Eastern Europe,130,4.297,0.38561999999999996,0.72926,0.40576999999999996,0.38331,0.055470000000000005,1.59541
Georgia,2015,female,5-14 years,0,209600,0.0,"13,993,546,732",4046,Generation Z,Central and Eastern Europe,130,4.297,0.38561999999999996,0.72926,0.40576999999999996,0.38331,0.055470000000000005,1.59541
Germany,2015,male,75+ years,1729,3487628,49.58,"3,375,611,100,742",43201,Silent,Western Europe,26,6.75,1.2993700000000001,0.89186,0.6147699999999999,0.21843,0.28214,2.1156900000000003
Germany,2015,male,55-74 years,2304,9436572,24.42,"3,375,611,100,742",43201,Boomers,Western Europe,26,6.75,1.2993700000000001,0.89186,0.6147699999999999,0.21843,0.28214,2.1156900000000003
Germany,2015,male,35-54 years,2267,11854531,19.12,"3,375,611,100,742",43201,Generation X,Western Europe,26,6.75,1.2993700000000001,0.89186,0.6147699999999999,0.21843,0.28214,2.1156900000000003
Germany,2015,male,25-34 years,721,5336932,13.51,"3,375,611,100,742",43201,Millenials,Western Europe,26,6.75,1.2993700000000001,0.89186,0.6147699999999999,0.21843,0.28214,2.1156900000000003
Germany,2015,female,75+ years,635,5338738,11.89,"3,375,611,100,742",43201,Silent,Western Europe,26,6.75,1.2993700000000001,0.89186,0.6147699999999999,0.21843,0.28214,2.1156900000000003
Germany,2015,female,55-74 years,908,10054932,9.03,"3,375,611,100,742",43201,Boomers,Western Europe,26,6.75,1.2993700000000001,0.89186,0.6147699999999999,0.21843,0.28214,2.1156900000000003
Germany,2015,male,15-24 years,376,4520300,8.32,"3,375,611,100,742",43201,Millenials,Western Europe,26,6.75,1.2993700000000001,0.89186,0.6147699999999999,0.21843,0.28214,2.1156900000000003
Germany,2015,female,35-54 years,800,11616616,6.89,"3,375,611,100,742",43201,Generation X,Western Europe,26,6.75,1.2993700000000001,0.89186,0.6147699999999999,0.21843,0.28214,2.1156900000000003
Germany,2015,female,25-34 years,193,5061297,3.81,"3,375,611,100,742",43201,Millenials,Western Europe,26,6.75,1.2993700000000001,0.89186,0.6147699999999999,0.21843,0.28214,2.1156900000000003
Germany,2015,female,15-24 years,136,4195185,3.24,"3,375,611,100,742",43201,Millenials,Western Europe,26,6.75,1.2993700000000001,0.89186,0.6147699999999999,0.21843,0.28214,2.1156900000000003
Germany,2015,female,5-14 years,13,3517216,0.37,"3,375,611,100,742",43201,Generation Z,Western Europe,26,6.75,1.2993700000000001,0.89186,0.6147699999999999,0.21843,0.28214,2.1156900000000003
Germany,2015,male,5-14 years,6,3716736,0.16,"3,375,611,100,742",43201,Generation Z,Western Europe,26,6.75,1.2993700000000001,0.89186,0.6147699999999999,0.21843,0.28214,2.1156900000000003
Greece,2015,male,75+ years,70,495592,14.12,"195,541,761,243",18927,Silent,Western Europe,102,4.857,0.9293299999999999,0.88213,0.07699,0.013969999999999998,0.0,1.8010099999999998
Greece,2015,male,55-74 years,139,1157869,12.0,"195,541,761,243",18927,Boomers,Western Europe,102,4.857,0.9293299999999999,0.88213,0.07699,0.013969999999999998,0.0,1.8010099999999998
Greece,2015,male,35-54 years,147,1558791,9.43,"195,541,761,243",18927,Generation X,Western Europe,102,4.857,0.9293299999999999,0.88213,0.07699,0.013969999999999998,0.0,1.8010099999999998
Greece,2015,male,25-34 years,46,669357,6.87,"195,541,761,243",18927,Millenials,Western Europe,102,4.857,0.9293299999999999,0.88213,0.07699,0.013969999999999998,0.0,1.8010099999999998
Greece,2015,male,15-24 years,20,561302,3.56,"195,541,761,243",18927,Millenials,Western Europe,102,4.857,0.9293299999999999,0.88213,0.07699,0.013969999999999998,0.0,1.8010099999999998
Greece,2015,female,55-74 years,39,1294582,3.01,"195,541,761,243",18927,Boomers,Western Europe,102,4.857,0.9293299999999999,0.88213,0.07699,0.013969999999999998,0.0,1.8010099999999998
Greece,2015,female,25-34 years,17,662893,2.56,"195,541,761,243",18927,Millenials,Western Europe,102,4.857,0.9293299999999999,0.88213,0.07699,0.013969999999999998,0.0,1.8010099999999998
Greece,2015,female,35-54 years,36,1627797,2.21,"195,541,761,243",18927,Generation X,Western Europe,102,4.857,0.9293299999999999,0.88213,0.07699,0.013969999999999998,0.0,1.8010099999999998
Greece,2015,female,75+ years,12,683939,1.75,"195,541,761,243",18927,Silent,Western Europe,102,4.857,0.9293299999999999,0.88213,0.07699,0.013969999999999998,0.0,1.8010099999999998
Greece,2015,female,15-24 years,3,541528,0.55,"195,541,761,243",18927,Millenials,Western Europe,102,4.857,0.9293299999999999,0.88213,0.07699,0.013969999999999998,0.0,1.8010099999999998
Greece,2015,female,5-14 years,0,526126,0.0,"195,541,761,243",18927,Generation Z,Western Europe,102,4.857,0.9293299999999999,0.88213,0.07699,0.013969999999999998,0.0,1.8010099999999998
Greece,2015,male,5-14 years,0,551510,0.0,"195,541,761,243",18927,Generation Z,Western Europe,102,4.857,0.9293299999999999,0.88213,0.07699,0.013969999999999998,0.0,1.8010099999999998
Guatemala,2015,male,15-24 years,125,1753669,7.13,"63,767,597,194",4472,Millenials,Latin America and Caribbean,43,6.122999999999999,1.04356,0.64425,0.57733,0.09472,0.27489,2.74255
Guatemala,2015,male,25-34 years,86,1267501,6.79,"63,767,597,194",4472,Millenials,Latin America and Caribbean,43,6.122999999999999,1.04356,0.64425,0.57733,0.09472,0.27489,2.74255
Guatemala,2015,male,35-54 years,87,1295156,6.72,"63,767,597,194",4472,Generation X,Latin America and Caribbean,43,6.122999999999999,1.04356,0.64425,0.57733,0.09472,0.27489,2.74255
Guatemala,2015,male,75+ years,9,134357,6.7,"63,767,597,194",4472,Silent,Latin America and Caribbean,43,6.122999999999999,1.04356,0.64425,0.57733,0.09472,0.27489,2.74255
Guatemala,2015,male,55-74 years,32,537002,5.96,"63,767,597,194",4472,Boomers,Latin America and Caribbean,43,6.122999999999999,1.04356,0.64425,0.57733,0.09472,0.27489,2.74255
Guatemala,2015,female,15-24 years,83,1711787,4.85,"63,767,597,194",4472,Millenials,Latin America and Caribbean,43,6.122999999999999,1.04356,0.64425,0.57733,0.09472,0.27489,2.74255
Guatemala,2015,female,75+ years,3,167861,1.79,"63,767,597,194",4472,Silent,Latin America and Caribbean,43,6.122999999999999,1.04356,0.64425,0.57733,0.09472,0.27489,2.74255
Guatemala,2015,female,25-34 years,19,1313068,1.45,"63,767,597,194",4472,Millenials,Latin America and Caribbean,43,6.122999999999999,1.04356,0.64425,0.57733,0.09472,0.27489,2.74255
Guatemala,2015,female,35-54 years,20,1530419,1.31,"63,767,597,194",4472,Generation X,Latin America and Caribbean,43,6.122999999999999,1.04356,0.64425,0.57733,0.09472,0.27489,2.74255
Guatemala,2015,female,55-74 years,6,653079,0.92,"63,767,597,194",4472,Boomers,Latin America and Caribbean,43,6.122999999999999,1.04356,0.64425,0.57733,0.09472,0.27489,2.74255
Guatemala,2015,female,5-14 years,13,1906150,0.68,"63,767,597,194",4472,Generation Z,Latin America and Caribbean,43,6.122999999999999,1.04356,0.64425,0.57733,0.09472,0.27489,2.74255
Guatemala,2015,male,5-14 years,11,1988348,0.55,"63,767,597,194",4472,Generation Z,Latin America and Caribbean,43,6.122999999999999,1.04356,0.64425,0.57733,0.09472,0.27489,2.74255
Hungary,2015,male,75+ years,221,241730,91.42,"122,879,042,002",13087,Silent,Central and Eastern Europe,104,4.8,1.20215,0.75905,0.32111999999999996,0.02758,0.128,1.24074
Hungary,2015,male,55-74 years,496,1065443,46.55,"122,879,042,002",13087,Boomers,Central and Eastern Europe,104,4.8,1.20215,0.75905,0.32111999999999996,0.02758,0.128,1.24074
Hungary,2015,male,35-54 years,472,1432703,32.94,"122,879,042,002",13087,Generation X,Central and Eastern Europe,104,4.8,1.20215,0.75905,0.32111999999999996,0.02758,0.128,1.24074
Hungary,2015,female,75+ years,123,514721,23.9,"122,879,042,002",13087,Silent,Central and Eastern Europe,104,4.8,1.20215,0.75905,0.32111999999999996,0.02758,0.128,1.24074
Hungary,2015,male,25-34 years,129,637775,20.23,"122,879,042,002",13087,Millenials,Central and Eastern Europe,104,4.8,1.20215,0.75905,0.32111999999999996,0.02758,0.128,1.24074
Hungary,2015,female,55-74 years,181,1350675,13.4,"122,879,042,002",13087,Boomers,Central and Eastern Europe,104,4.8,1.20215,0.75905,0.32111999999999996,0.02758,0.128,1.24074
Hungary,2015,male,15-24 years,69,582471,11.85,"122,879,042,002",13087,Millenials,Central and Eastern Europe,104,4.8,1.20215,0.75905,0.32111999999999996,0.02758,0.128,1.24074
Hungary,2015,female,35-54 years,132,1429644,9.23,"122,879,042,002",13087,Generation X,Central and Eastern Europe,104,4.8,1.20215,0.75905,0.32111999999999996,0.02758,0.128,1.24074
Hungary,2015,female,25-34 years,27,610907,4.42,"122,879,042,002",13087,Millenials,Central and Eastern Europe,104,4.8,1.20215,0.75905,0.32111999999999996,0.02758,0.128,1.24074
Hungary,2015,female,15-24 years,15,551149,2.72,"122,879,042,002",13087,Millenials,Central and Eastern Europe,104,4.8,1.20215,0.75905,0.32111999999999996,0.02758,0.128,1.24074
Hungary,2015,male,5-14 years,2,499016,0.4,"122,879,042,002",13087,Generation Z,Central and Eastern Europe,104,4.8,1.20215,0.75905,0.32111999999999996,0.02758,0.128,1.24074
Hungary,2015,female,5-14 years,1,473285,0.21,"122,879,042,002",13087,Generation Z,Central and Eastern Europe,104,4.8,1.20215,0.75905,0.32111999999999996,0.02758,0.128,1.24074
Iceland,2015,male,15-24 years,7,24116,29.03,"16,942,247,374",54909,Millenials,Western Europe,2,7.561,1.4022299999999999,0.94784,0.6287699999999999,0.14145,0.4363,2.70201
Iceland,2015,male,35-54 years,11,43119,25.51,"16,942,247,374",54909,Generation X,Western Europe,2,7.561,1.4022299999999999,0.94784,0.6287699999999999,0.14145,0.4363,2.70201
Iceland,2015,male,25-34 years,6,24128,24.87,"16,942,247,374",54909,Millenials,Western Europe,2,7.561,1.4022299999999999,0.94784,0.6287699999999999,0.14145,0.4363,2.70201
Iceland,2015,female,55-74 years,6,32013,18.74,"16,942,247,374",54909,Boomers,Western Europe,2,7.561,1.4022299999999999,0.94784,0.6287699999999999,0.14145,0.4363,2.70201
Iceland,2015,female,75+ years,2,11158,17.92,"16,942,247,374",54909,Silent,Western Europe,2,7.561,1.4022299999999999,0.94784,0.6287699999999999,0.14145,0.4363,2.70201
Iceland,2015,male,55-74 years,5,32159,15.55,"16,942,247,374",54909,Boomers,Western Europe,2,7.561,1.4022299999999999,0.94784,0.6287699999999999,0.14145,0.4363,2.70201
Iceland,2015,female,35-54 years,2,42858,4.67,"16,942,247,374",54909,Generation X,Western Europe,2,7.561,1.4022299999999999,0.94784,0.6287699999999999,0.14145,0.4363,2.70201
Iceland,2015,female,25-34 years,1,22913,4.36,"16,942,247,374",54909,Millenials,Western Europe,2,7.561,1.4022299999999999,0.94784,0.6287699999999999,0.14145,0.4363,2.70201
Iceland,2015,female,15-24 years,0,22962,0.0,"16,942,247,374",54909,Millenials,Western Europe,2,7.561,1.4022299999999999,0.94784,0.6287699999999999,0.14145,0.4363,2.70201
Iceland,2015,female,5-14 years,0,21738,0.0,"16,942,247,374",54909,Generation Z,Western Europe,2,7.561,1.4022299999999999,0.94784,0.6287699999999999,0.14145,0.4363,2.70201
Iceland,2015,male,5-14 years,0,22771,0.0,"16,942,247,374",54909,Generation Z,Western Europe,2,7.561,1.4022299999999999,0.94784,0.6287699999999999,0.14145,0.4363,2.70201
Iceland,2015,male,75+ years,0,8619,0.0,"16,942,247,374",54909,Silent,Western Europe,2,7.561,1.4022299999999999,0.94784,0.6287699999999999,0.14145,0.4363,2.70201
Israel,2015,male,75+ years,30,168826,17.77,"299,093,839,690",39793,Silent,Middle East and Northern Africa,11,7.278,1.22393,0.9138700000000001,0.41318999999999995,0.07785,0.33171999999999996,3.08854
Israel,2015,male,55-74 years,65,595247,10.92,"299,093,839,690",39793,Boomers,Middle East and Northern Africa,11,7.278,1.22393,0.9138700000000001,0.41318999999999995,0.07785,0.33171999999999996,3.08854
Israel,2015,male,35-54 years,92,944406,9.74,"299,093,839,690",39793,Generation X,Middle East and Northern Africa,11,7.278,1.22393,0.9138700000000001,0.41318999999999995,0.07785,0.33171999999999996,3.08854
Israel,2015,male,25-34 years,45,586251,7.68,"299,093,839,690",39793,Millenials,Middle East and Northern Africa,11,7.278,1.22393,0.9138700000000001,0.41318999999999995,0.07785,0.33171999999999996,3.08854
Israel,2015,female,75+ years,14,241083,5.81,"299,093,839,690",39793,Silent,Middle East and Northern Africa,11,7.278,1.22393,0.9138700000000001,0.41318999999999995,0.07785,0.33171999999999996,3.08854
Israel,2015,male,15-24 years,35,644674,5.43,"299,093,839,690",39793,Millenials,Middle East and Northern Africa,11,7.278,1.22393,0.9138700000000001,0.41318999999999995,0.07785,0.33171999999999996,3.08854
Israel,2015,female,55-74 years,17,664823,2.56,"299,093,839,690",39793,Boomers,Middle East and Northern Africa,11,7.278,1.22393,0.9138700000000001,0.41318999999999995,0.07785,0.33171999999999996,3.08854
Israel,2015,female,25-34 years,13,581972,2.23,"299,093,839,690",39793,Millenials,Middle East and Northern Africa,11,7.278,1.22393,0.9138700000000001,0.41318999999999995,0.07785,0.33171999999999996,3.08854
Israel,2015,female,35-54 years,20,967412,2.07,"299,093,839,690",39793,Generation X,Middle East and Northern Africa,11,7.278,1.22393,0.9138700000000001,0.41318999999999995,0.07785,0.33171999999999996,3.08854
Israel,2015,female,15-24 years,8,617440,1.3,"299,093,839,690",39793,Millenials,Middle East and Northern Africa,11,7.278,1.22393,0.9138700000000001,0.41318999999999995,0.07785,0.33171999999999996,3.08854
Israel,2015,male,5-14 years,2,770443,0.26,"299,093,839,690",39793,Generation Z,Middle East and Northern Africa,11,7.278,1.22393,0.9138700000000001,0.41318999999999995,0.07785,0.33171999999999996,3.08854
Israel,2015,female,5-14 years,1,733603,0.14,"299,093,839,690",39793,Generation Z,Middle East and Northern Africa,11,7.278,1.22393,0.9138700000000001,0.41318999999999995,0.07785,0.33171999999999996,3.08854
Italy,2015,male,75+ years,669,2646587,25.28,"1,832,868,490,534",31537,Silent,Western Europe,50,5.9479999999999995,1.19777,0.9544600000000001,0.26236,0.02901,0.22823000000000002,2.0251799999999998
Italy,2015,male,55-74 years,934,6795801,13.74,"1,832,868,490,534",31537,Boomers,Western Europe,50,5.9479999999999995,1.19777,0.9544600000000001,0.26236,0.02901,0.22823000000000002,2.0251799999999998
Italy,2015,male,35-54 years,1063,9239883,11.5,"1,832,868,490,534",31537,Generation X,Western Europe,50,5.9479999999999995,1.19777,0.9544600000000001,0.26236,0.02901,0.22823000000000002,2.0251799999999998
Italy,2015,male,25-34 years,271,3451808,7.85,"1,832,868,490,534",31537,Millenials,Western Europe,50,5.9479999999999995,1.19777,0.9544600000000001,0.26236,0.02901,0.22823000000000002,2.0251799999999998
Italy,2015,male,15-24 years,161,3057509,5.27,"1,832,868,490,534",31537,Millenials,Western Europe,50,5.9479999999999995,1.19777,0.9544600000000001,0.26236,0.02901,0.22823000000000002,2.0251799999999998
Italy,2015,female,55-74 years,303,7434895,4.08,"1,832,868,490,534",31537,Boomers,Western Europe,50,5.9479999999999995,1.19777,0.9544600000000001,0.26236,0.02901,0.22823000000000002,2.0251799999999998
Italy,2015,female,75+ years,156,4115435,3.79,"1,832,868,490,534",31537,Silent,Western Europe,50,5.9479999999999995,1.19777,0.9544600000000001,0.26236,0.02901,0.22823000000000002,2.0251799999999998
Italy,2015,female,35-54 years,320,9386928,3.41,"1,832,868,490,534",31537,Generation X,Western Europe,50,5.9479999999999995,1.19777,0.9544600000000001,0.26236,0.02901,0.22823000000000002,2.0251799999999998
Italy,2015,female,25-34 years,64,3394610,1.89,"1,832,868,490,534",31537,Millenials,Western Europe,50,5.9479999999999995,1.19777,0.9544600000000001,0.26236,0.02901,0.22823000000000002,2.0251799999999998
Italy,2015,female,15-24 years,34,2874645,1.18,"1,832,868,490,534",31537,Millenials,Western Europe,50,5.9479999999999995,1.19777,0.9544600000000001,0.26236,0.02901,0.22823000000000002,2.0251799999999998
Italy,2015,male,5-14 years,7,2944182,0.24,"1,832,868,490,534",31537,Generation Z,Western Europe,50,5.9479999999999995,1.19777,0.9544600000000001,0.26236,0.02901,0.22823000000000002,2.0251799999999998
Italy,2015,female,5-14 years,6,2775414,0.22,"1,832,868,490,534",31537,Generation Z,Western Europe,50,5.9479999999999995,1.19777,0.9544600000000001,0.26236,0.02901,0.22823000000000002,2.0251799999999998
Japan,2015,male,75+ years,2297,6289365,36.52,"4,394,977,752,878",36510,Silent,Eastern Asia,46,5.987,1.25712,0.99111,0.49615,0.1806,0.10705,1.68435
Japan,2015,male,55-74 years,5241,16239222,32.27,"4,394,977,752,878",36510,Boomers,Eastern Asia,46,5.987,1.25712,0.99111,0.49615,0.1806,0.10705,1.68435
Japan,2015,male,35-54 years,5507,17461022,31.54,"4,394,977,752,878",36510,Generation X,Eastern Asia,46,5.987,1.25712,0.99111,0.49615,0.1806,0.10705,1.68435
Japan,2015,male,25-34 years,1948,6862886,28.38,"4,394,977,752,878",36510,Millenials,Eastern Asia,46,5.987,1.25712,0.99111,0.49615,0.1806,0.10705,1.68435
Japan,2015,male,15-24 years,1091,6088330,17.92,"4,394,977,752,878",36510,Millenials,Eastern Asia,46,5.987,1.25712,0.99111,0.49615,0.1806,0.10705,1.68435
Japan,2015,female,75+ years,1509,9983066,15.12,"4,394,977,752,878",36510,Silent,Eastern Asia,46,5.987,1.25712,0.99111,0.49615,0.1806,0.10705,1.68435
Japan,2015,female,55-74 years,2292,17232482,13.3,"4,394,977,752,878",36510,Boomers,Eastern Asia,46,5.987,1.25712,0.99111,0.49615,0.1806,0.10705,1.68435
Japan,2015,female,35-54 years,2024,16991218,11.91,"4,394,977,752,878",36510,Generation X,Eastern Asia,46,5.987,1.25712,0.99111,0.49615,0.1806,0.10705,1.68435
Japan,2015,female,25-34 years,685,6614211,10.36,"4,394,977,752,878",36510,Millenials,Eastern Asia,46,5.987,1.25712,0.99111,0.49615,0.1806,0.10705,1.68435
Japan,2015,female,15-24 years,408,5772938,7.07,"4,394,977,752,878",36510,Millenials,Eastern Asia,46,5.987,1.25712,0.99111,0.49615,0.1806,0.10705,1.68435
Japan,2015,male,5-14 years,62,5553851,1.12,"4,394,977,752,878",36510,Generation Z,Eastern Asia,46,5.987,1.25712,0.99111,0.49615,0.1806,0.10705,1.68435
Japan,2015,female,5-14 years,28,5287719,0.53,"4,394,977,752,878",36510,Generation Z,Eastern Asia,46,5.987,1.25712,0.99111,0.49615,0.1806,0.10705,1.68435
Kazakhstan,2015,male,75+ years,72,156393,46.04,"184,388,432,149",11784,Silent,Central and Eastern Europe,54,5.855,1.1224100000000001,0.64368,0.51649,0.08454,0.11827,2.24729
Kazakhstan,2015,male,35-54 years,962,2130654,45.15,"184,388,432,149",11784,Generation X,Central and Eastern Europe,54,5.855,1.1224100000000001,0.64368,0.51649,0.08454,0.11827,2.24729
